"1411 - Kabinet predsednika vlade, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2876"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	60	1000	60000	
	"2876"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	390005	"Ostalo"	39	"Podpora (CPU)"	1	90000	90000	
	"2876"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	410005	"Vzdrževanje programske opreme s pravico do popravkov, varnostnih popravkov, nadgradenj in novih verzij"	41	"Vzdrževanje programske opreme"	1	135000	135000	
"Skupaj (EUR):"	803617											
												
"4211 - Višje sodišče Celje, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2939"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	260007	"Ostalo"	26	"Nadzorni sistemi"	1	364	364	
"Skupaj (EUR):"	91016											
												
"4212 - Višje sodišče Koper, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2940"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	4	"24,25"	97	"telefoni"
	"2940"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	165	165	
"Skupaj (EUR):"	2800											
												
"4215 - Okrožno sodišče v Celju, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2941"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	1	1200	1200	
	"2941"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	60005	"Ostalo"	6	"Tiskalniška oprema"	3	"336,67"	"1010,01"	
	"2941"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	120007	"Ostalo"	12	"Aktivna mrežna oprema"	7	"103,57"	"724,99"	
	"2941"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	120007	"Ostalo"	12	"Aktivna mrežna oprema"	1	110	110	
"Skupaj (EUR):"	36271											
												
"4216 - Okrožno sodišče v Kopru, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2942"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400023	"Ostala strojna računalniška oprema"	40	"Vzdrževanje strojne opreme"	10	200	2000	
	"2942"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	180009	"Nadgradnja  programske opreme"	18	"Transportna stikalna oprema"	14	250	3500	
"Skupaj (EUR):"	78500											
												
"4218 - Okrožno sodišče v Ljubljani, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"7965"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20002	"Zmogljivejši prenosni računalnik"	2	"Prenosni računalniki"	1	2600	2600	
	"7965"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	50002	"Prenosni video prikazovalniki"	5	"Prezentacijska oprema"	2	700	1400	
	"7965"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70003	"Optični čitalnik  A4 s podajalcem"	7	"Optični čitalniki"	5	500	2500	
	"7965"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	300001	"Ostalo"	30	"Ostala strojna računalniška oprema"	80	"70,75"	5660	
	"7965"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310001	"Vzdrževanje licenčnih aplikativnih informacijskih sistemov"	31	"vzdrževanje licenc"	50	100	5000	"Konto 420238- nakup telefonov in GSM aparatov"
	"7965"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	9000	9000	
"Skupaj (EUR):"	50200											
												
"4411 - Vrhovno državno tožilstvo RS, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2981"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	5	200	1000	
	"2981"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	4	500	2000	
	"2981"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	120007	"Ostalo"	12	"Aktivna mrežna oprema"	1	1328	1328	
	"2981"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	100016	"Ostalo"	10	"Oprema za podporo večpredstavnosti"	4	500	2000	
"Skupaj (EUR):"	237200											
												
"4417 - Okrožno državno tožilstvo v Kopru, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2997"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	1	600	600	
	"2997"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	1	300	300	
	"2997"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	70002	"Optični čitalnik  A4"	7	"Optični čitalniki"	1	300	300	
	"2997"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	30005	"Ostalo"	3	"Ročni računalniki"	2	100	200	"Mobilni telefon"
"Skupaj (EUR):"	364											
												
"4418 - Okrožno državno tožilstvo v Kranju, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2565"	"Republiška kmetijsko svetovalna služba"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	2	500	1000	
	"3565"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	5	200	1000	
"Skupaj (EUR):"	0											
												
"4419 - Okrožno državno tožilstvo v Ljubljani, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"7987"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	2	588	1176	
	"7987"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	6	500	3000	
	"7987"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	100016	"Ostalo"	10	"Oprema za podporo večpredstavnosti"	3	139	417	
"Skupaj (EUR):"	110											
												
"4420 - Okrožno državno tožilstvo v Mariboru, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3566"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	3	400	1200	
	"3566"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	3	200	600	
	"3566"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	200	200	
"Skupaj (EUR):"	3500											
												
"4422 - Okrožno državno tožilstvo v Novi Gorici, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3568"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40001	"LCD zaslon 17"""	4	"Računalniški zasloni"	2	162	324	
	"3568"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	2	"125,5"	251	
"Skupaj (EUR):"	8160											
												
"4424 - Okrožno državno tožilstvo v Krškem, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3576"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10004	"Ostalo"	1	"Osebni računalniki"	4	250	1000	
"Skupaj (EUR):"	0											
												
"4425 - Okrožno državno tožilstvo na Ptuju, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3578"	"Investicije in investicijsko vzdrževanje državnih organov"	402007	"Računalniške storitve"	10004	"Ostalo"	1	"Osebni računalniki"	5	"257,4"	1287	
"Skupaj (EUR):"	2000											
												
"4426 - Okrožno državno tožilstvo v Slovenj Gradcu, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3585"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10004	"Ostalo"	1	"Osebni računalniki"	5	200	1000	
"Skupaj (EUR):"	600											
												
"4514 - Državno pravobranilstvo RS, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3586"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	2	725	1450	
	"3586"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	8	"187,5"	1500	
"Skupaj (EUR):"	0											
												
"4611 - Upravno sodišče Republike Slovenije, verzija: 8"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3588"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	20001	"Standardni prenosni računalnik"	2	"Prenosni računalniki"	4	1017	4068	
"Skupaj (EUR):"	0											
												
"5011 - Višje delovno in socialno sodišče, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3601"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	100016	"Ostalo"	10	"Oprema za podporo večpredstavnosti"	1	500	500	"Diktafon"
"Skupaj (EUR):"	417											
												
"5013 - Delovno sodišče v Kopru, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3603"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	160009	"Nadgradnja pomnilnika RAM"	16	"Usmerjevalniki"	1	100	100	
	"3603"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	40005	"Ostalo"	4	"Računalniški zasloni"	1	150	150	
	"3603"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	1	200	200	
"Skupaj (EUR):"	2000											
												
"5015 - Delovno sodišče v Mariboru, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"3605"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10003	"Zmogljivejši osebni računalnik"	1	"Osebni računalniki"	2	1000	2000	
"Skupaj (EUR):"	324											
												
"2111 - Ministrstvo za gospodarstvo, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	10003	"Zmogljivejši osebni računalnik"	1	"Osebni računalniki"	70	750	52500	
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	40002	"LCD zaslon 19"""	4	"Računalniški zasloni"	10	300	3000	
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	4	500	2000	
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	5	3000	15000	
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	190008	"Večprocesorski večjedrni strežnik"	19	"Visoko zmogljivi in razpoložljivi eno- ali več procesorski strežniki,  ter delovne postaje posebnega pomena"	5	5000	25000	
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420222	"Nakup strežnikov in diskovnih sistemov"	240007	"Nadgradnja sistema SAN"	24	"Sistemi za shranjevanje podatkov"	1	60000	60000	
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420238	"Nakup telekomunikacijske opreme"	290001	"Ožičenje"	29	"Pasivna mrežna oprema"	1	"201441,36"	"201441,36"	
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	250	"248,5"	62125	"nakup licenc"
	"2877"	"Investicije in investicijsko vzdrževanje državnih organov"	420704	"Nakup druge (nelicenčne) programske opreme"	370001	"Razvoj IS"	37	"Razvoj in implementacija"	1	14000	14000	
	"3342"	"Materialni stroški"	402011	"Storitve informacijske podpore uporabnikom"	310004	"Vzdrževanje operacijskih sistemov"	31	"vzdrževanje licenc"	14	4500	63000	
	"3342"	"Materialni stroški"	402011	"Storitve informacijske podpore uporabnikom"	350001	"Vzdrževanje in podpora delovnih postaj"	35	"Vzdrževanje in podpora"	350	200	70000	
	"3342"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400014	"Aktivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	50	1357	67850	
	"3342"	"Materialni stroški"	402510	"Tekoče vzdrževanje komunikacijske opreme"	400022	"Pasivna mrežna oprema"	40	"Vzdrževanje strojne opreme"	200	250	50000	
	"3342"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400001	"Osebni računalniki"	40	"Vzdrževanje strojne opreme"	350	100	35000	
	"3342"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400002	"Prenosni računalniki"	40	"Vzdrževanje strojne opreme"	100	200	20000	
	"3342"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	400012	"Strežniki in strežniški sistemi"	40	"Vzdrževanje strojne opreme"	15	1250	18750	
	"3342"	"Materialni stroški"	402604	"Najem strojne računalniške opreme"	10002	"Standardni osebni računalnik"	1	"Osebni računalniki"	5	"709,3"	"3546,5"	
"Skupaj (EUR):"	4737											
												
"2121 - Urad RS za varstvo konkurence, verzija: 6"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
	"1560"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	50002	"Prenosni video prikazovalniki"	5	"Prezentacijska oprema"	1	500	500	
	"1560"	"Investicije in investicijsko vzdrževanje državnih organov"	420202	"Nakup strojne računalniške opreme"	60002	"Laserski tiskalniki"	6	"Tiskalniška oprema"	1	"577,63"	"577,63"	
	"1560"	"Investicije in investicijsko vzdrževanje državnih organov"	420703	"Nakup licenčne programske opreme"	310005	"Vzdrževanje licenčne programske opreme"	31	"vzdrževanje licenc"	11	"241,67"	"2658,37"	
	"1741"	"Materialni stroški"	402515	"Tekoče vzdrževanje strojne računalniške opreme"	350001	"Vzdrževanje in podpora delovnih postaj"	35	"Vzdrževanje in podpora"	1	5000	5000	
"Skupaj (EUR):"	4068											
												
"2123 - Tržni inšpektorat RS, verzija: 7"												
	"Proračunska postavka"		"Podkonto"		"Element"		"Namen porabe"		"Količina"	"Cena enote (EUR)"	"Vrednost (EUR)"	"Opomba"
